job_title,experience_level,years_of_experience,education_required,annual_salary_usd,country,remote_work,company_size,industry
Computer Vision Engineer,Lead (10+ yrs),9,Master's,203000.0,Germany,On-site,Mid-size (501-5000),Manufacturing
AI Agent Developer,Lead (10+ yrs),5,Master's,266000.0,Australia,Fully Remote,Startup (1-50),Research
Computer Vision Engineer,Senior (6-9 yrs),3,Master's,161000.0,Japan,Hybrid,SME (51-500),Education
Robotics Engineer (AI),Senior (6-9 yrs),5,Bachelor's,178000.0,UK,On-site,Enterprise (5000+),Energy
Deep Learning Engineer,Lead (10+ yrs),10,Bachelor's,196000.0,Australia,Hybrid,Startup (1-50),Healthcare
AI Product Manager,Entry (0-2 yrs),6,Master's,147000.0,Singapore,Fully Remote,Enterprise (5000+),Media
NLP Engineer,Senior (6-9 yrs),4,PhD,300000.0,USA,Hybrid,SME (51-500),Automotive
AI Business Analyst,Mid (3-5 yrs),5,Master's,95000.0,India,Hybrid,Mid-size (501-5000),Energy
AI Research Scientist,Senior (6-9 yrs),12,Associate's,297000.0,USA,On-site,Big Tech (FAANG+),Automotive
AI Infrastructure Eng,Mid (3-5 yrs),5,Bootcamp/Self-taught,222000.0,USA,Hybrid,Mid-size (501-5000),Finance
AI Agent Developer,Senior (6-9 yrs),2,PhD,253000.0,Netherlands,Hybrid,Enterprise (5000+),Energy
AI Solutions Architect,Lead (10+ yrs),14,Bachelor's,276000.0,France,Hybrid,SME (51-500),Research
RAG Engineer,Senior (6-9 yrs),7,Bootcamp/Self-taught,293000.0,USA,Fully Remote,Enterprise (5000+),Technology
AI Research Scientist,Senior (6-9 yrs),4,Associate's,221000.0,USA,Hybrid,SME (51-500),Retail
AI Compliance Manager,Lead (10+ yrs),6,Bachelor's,100000.0,India,Fully Remote,Enterprise (5000+),Retail
Generative AI Engineer,Entry (0-2 yrs),2,Bootcamp/Self-taught,150000.0,USA,Fully Remote,Startup (1-50),Automotive
AI Solutions Architect,Entry (0-2 yrs),11,Master's,245000.0,USA,Hybrid,Big Tech (FAANG+),Consulting
Data Scientist,Lead (10+ yrs),5,Master's,167000.0,UK,Hybrid,Startup (1-50),Government
LLM Engineer,Senior (6-9 yrs),6,Master's,208000.0,Netherlands,On-site,SME (51-500),Consulting
Senior ML Engineer,Senior (6-9 yrs),11,Master's,226000.0,Japan,Hybrid,Startup (1-50),Automotive
AI Infrastructure Eng,Senior (6-9 yrs),8,Master's,140000.0,China,Hybrid,Enterprise (5000+),Consulting
AI Compliance Manager,Senior (6-9 yrs),10,Bootcamp/Self-taught,240000.0,USA,Fully Remote,Big Tech (FAANG+),Consulting
Data Scientist,Lead (10+ yrs),6,Bootcamp/Self-taught,176000.0,France,Fully Remote,Mid-size (501-5000),Retail
AI Ethics Officer,Entry (0-2 yrs),7,Master's,144000.0,USA,On-site,Mid-size (501-5000),Research
Multimodal AI Engineer,Mid (3-5 yrs),5,PhD,234000.0,Japan,Hybrid,Enterprise (5000+),Energy
MLOps Engineer,Lead (10+ yrs),4,Master's,259000.0,USA,Hybrid,Startup (1-50),Technology
Prompt Engineer,Entry (0-2 yrs),3,PhD,90000.0,Singapore,Fully Remote,Startup (1-50),Energy
AI Agent Developer,Lead (10+ yrs),4,Bachelor's,315000.0,Australia,Hybrid,Enterprise (5000+),Healthcare
Robotics Engineer (AI),Lead (10+ yrs),10,Bachelor's,246000.0,USA,On-site,Enterprise (5000+),Education
MLOps Engineer,Senior (6-9 yrs),7,Master's,271000.0,UK,Hybrid,Big Tech (FAANG+),Media
RAG Engineer,Lead (10+ yrs),2,PhD,336000.0,USA,Hybrid,Mid-size (501-5000),Consulting
RAG Engineer,Entry (0-2 yrs),2,Bachelor's,145000.0,USA,Hybrid,Startup (1-50),Education
Robotics Engineer (AI),Lead (10+ yrs),5,Associate's,206000.0,Germany,Hybrid,Big Tech (FAANG+),Research
AI Ethics Officer,Lead (10+ yrs),5,Bootcamp/Self-taught,188000.0,Singapore,Hybrid,Mid-size (501-5000),Energy
ML Engineer,Lead (10+ yrs),5,Bootcamp/Self-taught,197000.0,Singapore,Hybrid,SME (51-500),Manufacturing
MLOps Engineer,Lead (10+ yrs),7,Bootcamp/Self-taught,191000.0,Australia,Fully Remote,Startup (1-50),Energy
AI Research Scientist,Entry (0-2 yrs),11,Bootcamp/Self-taught,115000.0,UK,Hybrid,Startup (1-50),Energy
AI Engineer,Entry (0-2 yrs),7,Bootcamp/Self-taught,103000.0,USA,Fully Remote,Mid-size (501-5000),Automotive
AI Agent Developer,Entry (0-2 yrs),4,Master's,184000.0,USA,Fully Remote,SME (51-500),Energy
AI Solutions Architect,Entry (0-2 yrs),14,Associate's,180000.0,Netherlands,Fully Remote,Enterprise (5000+),Automotive
MLOps Engineer,Mid (3-5 yrs),7,Associate's,251000.0,USA,Hybrid,Big Tech (FAANG+),Technology
Generative AI Engineer,Mid (3-5 yrs),6,Bootcamp/Self-taught,150000.0,Canada,Hybrid,Startup (1-50),Healthcare
AI Ethics Officer,Entry (0-2 yrs),7,Bachelor's,110000.0,France,Hybrid,SME (51-500),Government
Data Engineer (AI),Senior (6-9 yrs),3,Bootcamp/Self-taught,159000.0,Singapore,Fully Remote,SME (51-500),Technology
ML Engineer,Mid (3-5 yrs),9,PhD,155000.0,Canada,Fully Remote,Mid-size (501-5000),Education
Computer Vision Engineer,Entry (0-2 yrs),9,Bachelor's,146000.0,Canada,Fully Remote,Big Tech (FAANG+),Manufacturing
Data Scientist,Entry (0-2 yrs),5,PhD,188000.0,USA,Hybrid,Enterprise (5000+),Government
MLOps Engineer,Senior (6-9 yrs),9,Bachelor's,312000.0,USA,Fully Remote,Big Tech (FAANG+),Government
Multimodal AI Engineer,Lead (10+ yrs),7,Bootcamp/Self-taught,323000.0,France,Fully Remote,Big Tech (FAANG+),Retail
AI Business Analyst,Senior (6-9 yrs),4,PhD,125000.0,Australia,On-site,Startup (1-50),Education
Deep Learning Engineer,Entry (0-2 yrs),8,PhD,141000.0,Netherlands,On-site,Startup (1-50),Healthcare
ML Engineer,Lead (10+ yrs),6,Associate's,310000.0,USA,Fully Remote,Big Tech (FAANG+),Media
Senior ML Engineer,Senior (6-9 yrs),11,Associate's,188000.0,UK,Hybrid,SME (51-500),Manufacturing
RAG Engineer,Senior (6-9 yrs),3,Bachelor's,285000.0,USA,Fully Remote,SME (51-500),Energy
LLM Engineer,Mid (3-5 yrs),6,Associate's,174000.0,USA,Hybrid,Startup (1-50),Energy
AI Product Manager,Lead (10+ yrs),6,Bootcamp/Self-taught,246000.0,USA,Fully Remote,SME (51-500),Energy
AI Business Analyst,Senior (6-9 yrs),2,PhD,216000.0,USA,Hybrid,Big Tech (FAANG+),Education
Prompt Engineer,Lead (10+ yrs),1,Bachelor's,195000.0,Germany,Hybrid,Big Tech (FAANG+),Research
RAG Engineer,Entry (0-2 yrs),4,Bachelor's,145000.0,China,Fully Remote,Startup (1-50),Healthcare
AI Research Scientist,Senior (6-9 yrs),11,Bachelor's,237000.0,UAE,On-site,Big Tech (FAANG+),Healthcare
AI Business Analyst,Entry (0-2 yrs),2,PhD,95000.0,China,Fully Remote,Mid-size (501-5000),Retail
Robotics Engineer (AI),Entry (0-2 yrs),6,Associate's,125000.0,UAE,Hybrid,SME (51-500),Energy
AI Infrastructure Eng,Lead (10+ yrs),9,Bootcamp/Self-taught,287000.0,USA,Hybrid,Enterprise (5000+),Healthcare
AI Infrastructure Eng,Lead (10+ yrs),9,Bachelor's,210000.0,Canada,Hybrid,Startup (1-50),Energy
Generative AI Engineer,Mid (3-5 yrs),2,Master's,230000.0,Global,Hybrid,Mid-size (501-5000),Technology
AI Security Engineer,Mid (3-5 yrs),10,PhD,210000.0,USA,Fully Remote,Mid-size (501-5000),Finance
Multimodal AI Engineer,Mid (3-5 yrs),8,Bootcamp/Self-taught,160000.0,Netherlands,Hybrid,Startup (1-50),Education
ML Engineer,Senior (6-9 yrs),10,PhD,207000.0,Japan,Hybrid,Mid-size (501-5000),Education
RAG Engineer,Entry (0-2 yrs),2,Bachelor's,145000.0,Canada,Fully Remote,SME (51-500),Healthcare
AI Product Manager,Mid (3-5 yrs),4,Bachelor's,140000.0,Netherlands,Hybrid,SME (51-500),Automotive
AI Agent Developer,Senior (6-9 yrs),6,Bachelor's,178000.0,Australia,Fully Remote,SME (51-500),Media
AI Ethics Officer,Lead (10+ yrs),10,Bachelor's,172000.0,Australia,Hybrid,Mid-size (501-5000),Research
LLM Engineer,Senior (6-9 yrs),7,Bootcamp/Self-taught,226000.0,UK,On-site,Enterprise (5000+),Energy
AI Compliance Manager,Lead (10+ yrs),8,PhD,173000.0,UK,Hybrid,Startup (1-50),Retail
NLP Engineer,Lead (10+ yrs),4,Associate's,236000.0,Canada,Hybrid,Enterprise (5000+),Healthcare
AI Ethics Officer,Lead (10+ yrs),12,Master's,252000.0,USA,Hybrid,Big Tech (FAANG+),Media
Deep Learning Engineer,Senior (6-9 yrs),8,Bootcamp/Self-taught,141000.0,China,Hybrid,Mid-size (501-5000),Healthcare
Robotics Engineer (AI),Entry (0-2 yrs),5,Bachelor's,125000.0,Switzerland,Hybrid,Mid-size (501-5000),Retail
Computer Vision Engineer,Mid (3-5 yrs),4,Bachelor's,194000.0,Japan,Hybrid,Big Tech (FAANG+),Media
Generative AI Engineer,Mid (3-5 yrs),3,Master's,150000.0,China,Hybrid,Enterprise (5000+),Technology
AI Ethics Officer,Entry (0-2 yrs),10,Master's,110000.0,Canada,Fully Remote,Mid-size (501-5000),Consulting
Multimodal AI Engineer,Lead (10+ yrs),9,PhD,360000.0,USA,Fully Remote,Big Tech (FAANG+),Media
Deep Learning Engineer,Mid (3-5 yrs),8,Bachelor's,173000.0,Switzerland,Hybrid,Mid-size (501-5000),Consulting
AI Engineer,Lead (10+ yrs),7,Bootcamp/Self-taught,278000.0,Global,Hybrid,Big Tech (FAANG+),Finance
Robotics Engineer (AI),Entry (0-2 yrs),8,PhD,125000.0,Germany,On-site,SME (51-500),Finance
Computer Vision Engineer,Lead (10+ yrs),3,Master's,145000.0,China,Fully Remote,SME (51-500),Energy
AI Business Analyst,Entry (0-2 yrs),5,Master's,131000.0,USA,Hybrid,SME (51-500),Technology
Computer Vision Engineer,Senior (6-9 yrs),7,PhD,286000.0,USA,Hybrid,SME (51-500),Consulting
Deep Learning Engineer,Senior (6-9 yrs),7,Master's,196000.0,Netherlands,On-site,Mid-size (501-5000),Retail
AI Product Manager,Lead (10+ yrs),6,Associate's,312000.0,Singapore,Fully Remote,Big Tech (FAANG+),Consulting
AI Solutions Architect,Lead (10+ yrs),9,Bootcamp/Self-taught,180000.0,China,On-site,Enterprise (5000+),Media
AI Security Engineer,Mid (3-5 yrs),5,Associate's,160000.0,USA,Hybrid,Mid-size (501-5000),Healthcare
NLP Engineer,Entry (0-2 yrs),8,Master's,179000.0,USA,Hybrid,Enterprise (5000+),Media
NLP Engineer,Mid (3-5 yrs),5,PhD,287000.0,USA,Fully Remote,Enterprise (5000+),Automotive
RAG Engineer,Entry (0-2 yrs),3,Master's,145000.0,China,Hybrid,Enterprise (5000+),Government
Computer Vision Engineer,Mid (3-5 yrs),4,Bootcamp/Self-taught,145000.0,Netherlands,Hybrid,SME (51-500),Healthcare
Prompt Engineer,Lead (10+ yrs),1,PhD,240000.0,USA,Hybrid,Mid-size (501-5000),Government
AI Business Analyst,Lead (10+ yrs),4,Bootcamp/Self-taught,111000.0,Germany,Hybrid,SME (51-500),Retail
Data Engineer (AI),Lead (10+ yrs),2,PhD,183000.0,Netherlands,Hybrid,Startup (1-50),Consulting
AI Security Engineer,Entry (0-2 yrs),3,Bachelor's,140000.0,India,Hybrid,Enterprise (5000+),Government
Prompt Engineer,Senior (6-9 yrs),5,PhD,205000.0,USA,Fully Remote,SME (51-500),Retail
Multimodal AI Engineer,Entry (0-2 yrs),9,Bootcamp/Self-taught,160000.0,France,On-site,Mid-size (501-5000),Automotive
AI Business Analyst,Senior (6-9 yrs),6,Associate's,149000.0,Netherlands,Fully Remote,Big Tech (FAANG+),Education
ML Engineer,Lead (10+ yrs),4,Associate's,120000.0,India,Hybrid,Startup (1-50),Consulting
AI Compliance Manager,Lead (10+ yrs),5,Master's,240000.0,USA,Hybrid,Mid-size (501-5000),Finance
Robotics Engineer (AI),Mid (3-5 yrs),7,Bootcamp/Self-taught,132000.0,Netherlands,Fully Remote,Mid-size (501-5000),Education
MLOps Engineer,Senior (6-9 yrs),8,Bootcamp/Self-taught,312000.0,USA,On-site,Big Tech (FAANG+),Consulting
Generative AI Engineer,Senior (6-9 yrs),6,Associate's,150000.0,Netherlands,Fully Remote,Startup (1-50),Manufacturing
MLOps Engineer,Mid (3-5 yrs),4,Associate's,142000.0,USA,Fully Remote,Startup (1-50),Education
AI Ethics Officer,Lead (10+ yrs),12,PhD,202000.0,Australia,Fully Remote,Startup (1-50),Government
AI Agent Developer,Entry (0-2 yrs),4,Bachelor's,155000.0,Switzerland,Fully Remote,Enterprise (5000+),Automotive
AI Ethics Officer,Senior (6-9 yrs),9,PhD,187000.0,UK,Hybrid,Mid-size (501-5000),Media
AI Research Scientist,Lead (10+ yrs),6,Bootcamp/Self-taught,115000.0,India,Hybrid,Mid-size (501-5000),Automotive
LLM Engineer,Mid (3-5 yrs),6,PhD,350000.0,Global,On-site,Big Tech (FAANG+),Government
RAG Engineer,Senior (6-9 yrs),7,Bootcamp/Self-taught,223000.0,USA,Hybrid,SME (51-500),Government
Robotics Engineer (AI),Lead (10+ yrs),6,Associate's,212000.0,USA,Hybrid,Startup (1-50),Energy
AI Security Engineer,Mid (3-5 yrs),10,Master's,140000.0,France,Hybrid,Startup (1-50),Finance
AI Business Analyst,Lead (10+ yrs),5,Bachelor's,216000.0,USA,Hybrid,Big Tech (FAANG+),Manufacturing
AI Product Manager,Senior (6-9 yrs),10,Bootcamp/Self-taught,197000.0,Germany,On-site,Big Tech (FAANG+),Healthcare
Multimodal AI Engineer,Mid (3-5 yrs),4,Bachelor's,161000.0,Japan,On-site,SME (51-500),Energy
AI Research Scientist,Senior (6-9 yrs),10,Associate's,115000.0,China,Fully Remote,SME (51-500),Manufacturing
AI Engineer,Lead (10+ yrs),3,PhD,204000.0,Australia,Fully Remote,Startup (1-50),Retail
Deep Learning Engineer,Lead (10+ yrs),6,PhD,324000.0,USA,Fully Remote,Big Tech (FAANG+),Retail
Data Engineer (AI),Entry (0-2 yrs),7,Bootcamp/Self-taught,130000.0,Switzerland,Hybrid,Mid-size (501-5000),Energy
Computer Vision Engineer,Senior (6-9 yrs),4,Bachelor's,221000.0,Japan,Hybrid,Big Tech (FAANG+),Manufacturing
Senior Data Scientist,Lead (10+ yrs),5,Bootcamp/Self-taught,261600.0,USA,Hybrid,Enterprise (5000+),Media
AI Compliance Manager,Mid (3-5 yrs),4,Associate's,189000.0,USA,Hybrid,Big Tech (FAANG+),Consulting
Prompt Engineer,Senior (6-9 yrs),4,Bachelor's,240000.0,USA,Hybrid,Enterprise (5000+),Automotive
Data Engineer (AI),Mid (3-5 yrs),3,Master's,130000.0,India,Hybrid,SME (51-500),Media
MLOps Engineer,Senior (6-9 yrs),4,Master's,279000.0,USA,Fully Remote,Enterprise (5000+),Research
AI Business Analyst,Mid (3-5 yrs),7,Associate's,110000.0,USA,On-site,Startup (1-50),Government
AI Solutions Architect,Lead (10+ yrs),7,Bootcamp/Self-taught,353000.0,USA,Hybrid,Startup (1-50),Consulting
AI Product Manager,Mid (3-5 yrs),5,Master's,212000.0,USA,Fully Remote,SME (51-500),Automotive
AI Research Scientist,Mid (3-5 yrs),5,PhD,174000.0,UAE,Hybrid,SME (51-500),Energy
Prompt Engineer,Lead (10+ yrs),2,Associate's,240000.0,USA,On-site,Big Tech (FAANG+),Finance
RAG Engineer,Lead (10+ yrs),4,Bootcamp/Self-taught,336000.0,USA,Fully Remote,Mid-size (501-5000),Research
NLP Engineer,Lead (10+ yrs),4,PhD,348000.0,USA,Hybrid,Startup (1-50),Consulting
Prompt Engineer,Entry (0-2 yrs),2,Bootcamp/Self-taught,90000.0,Singapore,On-site,SME (51-500),Manufacturing
LLM Engineer,Lead (10+ yrs),5,Associate's,228000.0,Switzerland,Fully Remote,SME (51-500),Manufacturing
AI Compliance Manager,Entry (0-2 yrs),3,PhD,106000.0,UAE,Hybrid,Mid-size (501-5000),Research
AI Security Engineer,Mid (3-5 yrs),6,Master's,220000.0,USA,Hybrid,Enterprise (5000+),Media
Multimodal AI Engineer,Mid (3-5 yrs),7,Master's,302000.0,USA,Fully Remote,Big Tech (FAANG+),Government
AI Infrastructure Eng,Mid (3-5 yrs),3,Associate's,140000.0,Japan,Fully Remote,Mid-size (501-5000),Government
NLP Engineer,Lead (10+ yrs),5,Bachelor's,222000.0,Germany,Hybrid,SME (51-500),Media
Data Scientist,Lead (10+ yrs),8,Master's,234000.0,Japan,Hybrid,Big Tech (FAANG+),Research
RAG Engineer,Mid (3-5 yrs),5,Bootcamp/Self-taught,145000.0,China,Fully Remote,Mid-size (501-5000),Consulting
AI Business Analyst,Lead (10+ yrs),8,PhD,195000.0,Global,Fully Remote,SME (51-500),Finance
AI Infrastructure Eng,Lead (10+ yrs),7,Bootcamp/Self-taught,307000.0,USA,On-site,Mid-size (501-5000),Healthcare
AI Solutions Architect,Senior (6-9 yrs),9,PhD,289000.0,Germany,Fully Remote,Mid-size (501-5000),Media
AI Ethics Officer,Senior (6-9 yrs),7,Associate's,182000.0,USA,On-site,Mid-size (501-5000),Consulting
Data Engineer (AI),Senior (6-9 yrs),6,Bachelor's,158000.0,USA,On-site,SME (51-500),Automotive
AI Infrastructure Eng,Senior (6-9 yrs),6,Bootcamp/Self-taught,208000.0,Canada,On-site,Big Tech (FAANG+),Technology
NLP Engineer,Lead (10+ yrs),7,Master's,227000.0,UK,On-site,SME (51-500),Energy
Generative AI Engineer,Senior (6-9 yrs),3,Bootcamp/Self-taught,174000.0,Germany,On-site,Mid-size (501-5000),Energy
Data Scientist,Senior (6-9 yrs),3,Associate's,138000.0,China,Hybrid,SME (51-500),Technology
Senior ML Engineer,Senior (6-9 yrs),5,Associate's,180000.0,Singapore,Fully Remote,Startup (1-50),Energy
AI Product Manager,Entry (0-2 yrs),10,PhD,300000.0,USA,Fully Remote,Big Tech (FAANG+),Automotive
Generative AI Engineer,Entry (0-2 yrs),6,Bachelor's,186000.0,USA,On-site,Mid-size (501-5000),Manufacturing
NLP Engineer,Senior (6-9 yrs),7,Bootcamp/Self-taught,180000.0,Singapore,Fully Remote,Startup (1-50),Technology
AI Business Analyst,Mid (3-5 yrs),5,Master's,104000.0,Singapore,Hybrid,Startup (1-50),Energy
Senior Data Scientist,Entry (0-2 yrs),6,Associate's,157000.0,Switzerland,On-site,Startup (1-50),Education
Robotics Engineer (AI),Entry (0-2 yrs),6,Associate's,125000.0,Australia,Fully Remote,Enterprise (5000+),Technology
Data Scientist,Senior (6-9 yrs),7,Associate's,138000.0,UAE,Hybrid,Startup (1-50),Consulting
AI Ethics Officer,Senior (6-9 yrs),8,Bootcamp/Self-taught,110000.0,China,Hybrid,Enterprise (5000+),Consulting
Robotics Engineer (AI),Mid (3-5 yrs),3,Associate's,177000.0,USA,On-site,Enterprise (5000+),Education
Data Scientist,Mid (3-5 yrs),5,PhD,138000.0,France,Hybrid,Startup (1-50),Automotive
MLOps Engineer,Lead (10+ yrs),6,Bachelor's,284000.0,USA,Hybrid,Mid-size (501-5000),Healthcare
Senior ML Engineer,Senior (6-9 yrs),9,Master's,374400.0,USA,Fully Remote,Big Tech (FAANG+),Automotive
AI Ethics Officer,Mid (3-5 yrs),6,Bachelor's,141000.0,USA,Hybrid,Startup (1-50),Education
Generative AI Engineer,Entry (0-2 yrs),4,Master's,150000.0,Canada,On-site,Startup (1-50),Government
Generative AI Engineer,Lead (10+ yrs),6,Bachelor's,267000.0,Switzerland,On-site,Startup (1-50),Consulting
Data Engineer (AI),Entry (0-2 yrs),2,Master's,130000.0,USA,Hybrid,SME (51-500),Energy
AI Ethics Officer,Senior (6-9 yrs),6,Bootcamp/Self-taught,110000.0,China,Fully Remote,Mid-size (501-5000),Retail
Prompt Engineer,Lead (10+ yrs),3,Master's,175000.0,Japan,Hybrid,SME (51-500),Education
AI Infrastructure Eng,Mid (3-5 yrs),6,Associate's,226000.0,USA,Hybrid,Big Tech (FAANG+),Consulting
Deep Learning Engineer,Mid (3-5 yrs),9,Bootcamp/Self-taught,201000.0,Canada,Hybrid,Big Tech (FAANG+),Consulting
Senior Data Scientist,Entry (0-2 yrs),6,Bachelor's,157000.0,Global,On-site,Mid-size (501-5000),Manufacturing
AI Business Analyst,Senior (6-9 yrs),2,Master's,166000.0,Switzerland,Hybrid,Enterprise (5000+),Media
Multimodal AI Engineer,Entry (0-2 yrs),6,Bachelor's,168000.0,USA,Fully Remote,Enterprise (5000+),Education
Data Engineer (AI),Mid (3-5 yrs),5,Associate's,132000.0,USA,Fully Remote,SME (51-500),Energy
Computer Vision Engineer,Senior (6-9 yrs),3,Associate's,327000.0,USA,On-site,Big Tech (FAANG+),Manufacturing
ML Engineer,Entry (0-2 yrs),9,Associate's,151000.0,USA,Fully Remote,Big Tech (FAANG+),Manufacturing
Generative AI Engineer,Mid (3-5 yrs),2,Bootcamp/Self-taught,180000.0,Germany,On-site,Big Tech (FAANG+),Automotive
AI Engineer,Entry (0-2 yrs),8,Master's,172000.0,USA,Fully Remote,Mid-size (501-5000),Automotive
Multimodal AI Engineer,Entry (0-2 yrs),8,Bachelor's,160000.0,UK,On-site,SME (51-500),Education
AI Business Analyst,Entry (0-2 yrs),4,Master's,95000.0,USA,Hybrid,Startup (1-50),Automotive
Computer Vision Engineer,Entry (0-2 yrs),8,Bachelor's,145000.0,France,Hybrid,SME (51-500),Manufacturing
AI Business Analyst,Lead (10+ yrs),5,PhD,184000.0,Germany,Hybrid,Mid-size (501-5000),Technology
AI Solutions Architect,Mid (3-5 yrs),12,Master's,263000.0,Switzerland,Fully Remote,Enterprise (5000+),Consulting
Senior Data Scientist,Mid (3-5 yrs),7,Bachelor's,157000.0,Germany,Hybrid,Mid-size (501-5000),Healthcare
AI Ethics Officer,Mid (3-5 yrs),11,Master's,110000.0,China,Hybrid,Mid-size (501-5000),Consulting
Generative AI Engineer,Senior (6-9 yrs),2,Associate's,203000.0,Singapore,Hybrid,SME (51-500),Manufacturing
Computer Vision Engineer,Senior (6-9 yrs),8,Master's,212000.0,Japan,Hybrid,Mid-size (501-5000),Technology
AI Ethics Officer,Senior (6-9 yrs),7,Bachelor's,226000.0,Switzerland,On-site,Big Tech (FAANG+),Consulting
AI Ethics Officer,Mid (3-5 yrs),5,Master's,185000.0,Canada,Fully Remote,Big Tech (FAANG+),Government
AI Agent Developer,Senior (6-9 yrs),3,Bootcamp/Self-taught,175000.0,Netherlands,Hybrid,Startup (1-50),Education
Data Scientist,Lead (10+ yrs),8,PhD,234000.0,USA,Fully Remote,Mid-size (501-5000),Energy
ML Engineer,Entry (0-2 yrs),4,Bachelor's,144000.0,USA,Hybrid,Enterprise (5000+),Government
AI Infrastructure Eng,Entry (0-2 yrs),3,Master's,206000.0,USA,On-site,Big Tech (FAANG+),Education
AI Product Manager,Lead (10+ yrs),6,Bachelor's,247000.0,Canada,On-site,Enterprise (5000+),Energy
AI Security Engineer,Mid (3-5 yrs),7,Master's,205000.0,USA,Hybrid,Enterprise (5000+),Energy
AI Engineer,Lead (10+ yrs),2,Master's,296000.0,Switzerland,On-site,Big Tech (FAANG+),Education
AI Engineer,Mid (3-5 yrs),3,Master's,118000.0,France,Hybrid,Startup (1-50),Media
AI Engineer,Entry (0-2 yrs),2,Bachelor's,233000.0,USA,On-site,Big Tech (FAANG+),Manufacturing
AI Agent Developer,Entry (0-2 yrs),4,Bachelor's,198000.0,USA,On-site,Mid-size (501-5000),Research
AI Business Analyst,Mid (3-5 yrs),7,Master's,105000.0,Global,Hybrid,Startup (1-50),Technology
Generative AI Engineer,Senior (6-9 yrs),8,Bachelor's,252000.0,Global,Hybrid,SME (51-500),Government
Data Engineer (AI),Senior (6-9 yrs),6,Bootcamp/Self-taught,264000.0,USA,Hybrid,Big Tech (FAANG+),Healthcare
AI Compliance Manager,Lead (10+ yrs),4,PhD,240000.0,Global,Hybrid,Big Tech (FAANG+),Technology
Generative AI Engineer,Mid (3-5 yrs),5,Master's,308000.0,USA,Hybrid,Big Tech (FAANG+),Media
AI Product Manager,Lead (10+ yrs),7,Associate's,303000.0,Singapore,Hybrid,Big Tech (FAANG+),Consulting
Data Scientist,Entry (0-2 yrs),5,PhD,138000.0,Global,On-site,SME (51-500),Retail
Prompt Engineer,Entry (0-2 yrs),4,Associate's,90000.0,Singapore,Hybrid,Enterprise (5000+),Technology
AI Compliance Manager,Senior (6-9 yrs),9,Bootcamp/Self-taught,212000.0,USA,On-site,Enterprise (5000+),Finance
NLP Engineer,Entry (0-2 yrs),10,PhD,145000.0,China,Hybrid,Enterprise (5000+),Finance
Generative AI Engineer,Entry (0-2 yrs),5,Associate's,161000.0,USA,On-site,Mid-size (501-5000),Finance
AI Compliance Manager,Senior (6-9 yrs),10,Master's,124000.0,Australia,Fully Remote,Startup (1-50),Healthcare
Prompt Engineer,Senior (6-9 yrs),4,Associate's,240000.0,USA,Hybrid,Big Tech (FAANG+),Finance
Data Scientist,Entry (0-2 yrs),3,Associate's,138000.0,USA,Hybrid,SME (51-500),Energy
LLM Engineer,Entry (0-2 yrs),2,Associate's,200000.0,USA,On-site,Mid-size (501-5000),Automotive
AI Agent Developer,Mid (3-5 yrs),3,Master's,158000.0,Japan,Hybrid,Startup (1-50),Consulting
AI Compliance Manager,Mid (3-5 yrs),6,PhD,111000.0,Australia,Hybrid,Startup (1-50),Media
AI Infrastructure Eng,Senior (6-9 yrs),6,PhD,230000.0,USA,Hybrid,Startup (1-50),Education
Computer Vision Engineer,Senior (6-9 yrs),8,Associate's,154000.0,Germany,Hybrid,Mid-size (501-5000),Media
Senior Data Scientist,Senior (6-9 yrs),8,Associate's,157000.0,France,Fully Remote,SME (51-500),Consulting
AI Infrastructure Eng,Lead (10+ yrs),5,Associate's,243000.0,Germany,Fully Remote,Big Tech (FAANG+),Automotive
AI Security Engineer,Mid (3-5 yrs),9,PhD,140000.0,India,On-site,Enterprise (5000+),Healthcare
Robotics Engineer (AI),Mid (3-5 yrs),9,Bachelor's,139000.0,Japan,Fully Remote,Mid-size (501-5000),Energy
Robotics Engineer (AI),Mid (3-5 yrs),8,Bachelor's,132000.0,Singapore,Fully Remote,SME (51-500),Energy
NLP Engineer,Mid (3-5 yrs),7,Master's,210000.0,UK,On-site,Enterprise (5000+),Education
LLM Engineer,Entry (0-2 yrs),3,Associate's,160000.0,China,On-site,Enterprise (5000+),Energy
LLM Engineer,Senior (6-9 yrs),3,PhD,307000.0,USA,Hybrid,SME (51-500),Government
Senior ML Engineer,Senior (6-9 yrs),9,Master's,239000.0,Netherlands,On-site,Mid-size (501-5000),Automotive
AI Security Engineer,Mid (3-5 yrs),9,PhD,158000.0,Germany,On-site,Enterprise (5000+),Finance
AI Research Scientist,Lead (10+ yrs),7,Bootcamp/Self-taught,282000.0,France,Fully Remote,Big Tech (FAANG+),Retail
AI Research Scientist,Mid (3-5 yrs),9,Master's,272000.0,USA,On-site,Big Tech (FAANG+),Healthcare
Computer Vision Engineer,Lead (10+ yrs),6,Master's,271000.0,Switzerland,Hybrid,SME (51-500),Retail
AI Security Engineer,Senior (6-9 yrs),9,Associate's,251000.0,Switzerland,On-site,Big Tech (FAANG+),Automotive
LLM Engineer,Entry (0-2 yrs),8,PhD,160000.0,France,Fully Remote,Mid-size (501-5000),Consulting
AI Ethics Officer,Lead (10+ yrs),11,PhD,252000.0,Australia,Hybrid,Enterprise (5000+),Retail
